transaction_id,user_id,timestamp,amount,merchant_id,merchant_category,payment_method,location,device_info,features,label
txn_000208,user_031,2026-02-07T23:55:50Z,1357.41,merchant_2482,electronics,online,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_296', 'ip_address': '249.132.238.61', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 23, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 2, 'avg_amount_30d': 230.21, 'risk_score': 1.0}",0
txn_000209,user_078,2026-02-01T20:48:50Z,340.28,merchant_2664,restaurant,credit,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_781', 'ip_address': '85.145.172.162', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 20, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 5, 'avg_amount_30d': 296.57, 'risk_score': 0.702}",0
txn_000210,user_006,2026-02-18T15:56:50Z,293.97,merchant_4069,gas_station,online,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_962', 'ip_address': '63.13.82.9', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 15, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 5, 'avg_amount_30d': 98.54, 'risk_score': 0.333}",0
txn_000211,user_041,2026-02-16T23:22:50Z,152.2,merchant_2850,online_retail,debit,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_320', 'ip_address': '12.188.121.18', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 23, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 4, 'avg_amount_30d': 263.95, 'risk_score': 1.0}",0
txn_000212,user_071,2026-02-03T19:43:50Z,3652.9,merchant_8270,cash_advance,debit,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_615', 'ip_address': '187.98.242.189', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 19, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 141.1, 'risk_score': 1.0}",0
txn_000213,user_055,2026-01-23T14:02:50Z,1751.38,merchant_2225,jewelry,credit,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_252', 'ip_address': '202.116.41.219', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 14, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 8, 'avg_amount_30d': 177.11, 'risk_score': 1.0}",0
txn_000214,user_073,2026-01-28T02:38:50Z,242.47,merchant_2810,clothing,debit,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_475', 'ip_address': '220.213.136.249', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 2, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 8, 'avg_amount_30d': 210.15, 'risk_score': 0.594}",0
txn_000215,user_047,2026-01-29T11:16:50Z,1638.1,merchant_6989,electronics,debit,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_117', 'ip_address': '33.63.175.99', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 11, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 198.26, 'risk_score': 0.923}",0
txn_000216,user_091,2026-01-24T19:01:50Z,2792.42,merchant_8354,jewelry,mobile,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_938', 'ip_address': '218.182.50.146', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 19, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 10, 'avg_amount_30d': 279.09, 'risk_score': 1.0}",0
txn_000217,user_029,2026-02-09T02:19:50Z,2301.86,merchant_7643,electronics,mobile,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'US', 'zip_code': '90210'}","{'device_id': 'device_571', 'ip_address': '8.140.223.163', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 2, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 2, 'avg_amount_30d': 211.76, 'risk_score': 1.0}",0
txn_000218,user_013,2026-02-15T22:01:50Z,336.36,merchant_9916,online_retail,online,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_353', 'ip_address': '136.112.19.200', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 22, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 258.34, 'risk_score': 0.315}",0
txn_000219,user_059,2026-02-18T18:02:50Z,322.48,merchant_7997,pharmacy,credit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_551', 'ip_address': '43.187.218.230', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 18, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 8, 'avg_amount_30d': 105.33, 'risk_score': 0.082}",0
txn_000220,user_076,2026-02-19T05:11:50Z,44.34,merchant_5228,pharmacy,online,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_873', 'ip_address': '246.180.162.48', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 5, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 57.93, 'risk_score': 0.921}",0
txn_000221,user_036,2026-01-31T05:24:50Z,294.15,merchant_1950,online_retail,online,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_357', 'ip_address': '92.155.32.153', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 5, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 10, 'avg_amount_30d': 71.12, 'risk_score': 0.579}",0
txn_000222,user_014,2026-02-03T00:45:50Z,360.6,merchant_2214,online_retail,mobile,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_992', 'ip_address': '80.111.216.192', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 0, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 68.18, 'risk_score': 1.0}",0
txn_000223,user_019,2026-02-03T07:23:50Z,126.63,merchant_1051,restaurant,mobile,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_808', 'ip_address': '107.231.37.177', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 7, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 2, 'avg_amount_30d': 173.75, 'risk_score': 0.777}",0
txn_000224,user_032,2026-01-29T10:24:50Z,885.25,merchant_9273,travel,credit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_460', 'ip_address': '193.192.142.104', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 10, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 2, 'avg_amount_30d': 89.82, 'risk_score': 0.663}",0
txn_000225,user_084,2026-02-13T05:45:50Z,211.45,merchant_9448,online_retail,mobile,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_867', 'ip_address': '159.191.66.86', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 5, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 9, 'avg_amount_30d': 95.29, 'risk_score': 0.212}",0
txn_000226,user_057,2026-02-13T05:12:50Z,56.94,merchant_3957,online_retail,mobile,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_853', 'ip_address': '166.2.240.209', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 5, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 200.28, 'risk_score': 0.749}",0
txn_000227,user_046,2026-01-26T17:10:50Z,327.73,merchant_5354,online_retail,mobile,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_404', 'ip_address': '194.252.25.143', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 17, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 257.6, 'risk_score': 0.239}",0
txn_000228,user_047,2026-02-04T20:13:50Z,1048.65,merchant_6608,travel,mobile,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_563', 'ip_address': '206.85.164.185', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 20, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 134.4, 'risk_score': 0.923}",0
txn_000229,user_098,2026-01-31T20:16:50Z,223.47,merchant_9303,grocery,credit,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_201', 'ip_address': '197.77.57.30', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 20, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 8, 'avg_amount_30d': 71.53, 'risk_score': 0.702}",0
txn_000230,user_044,2026-02-07T10:51:50Z,278.33,merchant_8156,electronics,online,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'US', 'zip_code': '90210'}","{'device_id': 'device_869', 'ip_address': '237.119.157.48', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 10, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 7, 'avg_amount_30d': 274.22, 'risk_score': 0.422}",0
txn_000231,user_009,2026-02-13T06:05:50Z,64.2,merchant_4747,online_retail,online,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_840', 'ip_address': '103.210.244.162', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 6, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 130.35, 'risk_score': 0.556}",0
txn_000232,user_085,2026-02-01T09:48:50Z,2013.61,merchant_6393,cash_advance,debit,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_971', 'ip_address': '179.6.229.233', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 9, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 3, 'avg_amount_30d': 198.71, 'risk_score': 1.0}",0
txn_000233,user_080,2026-01-29T20:42:50Z,420.04,merchant_4118,restaurant,credit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_805', 'ip_address': '4.130.174.191', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 20, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 237.79, 'risk_score': 0.851}",0
txn_000234,user_078,2026-02-06T01:57:50Z,27.78,merchant_7570,pharmacy,credit,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_333', 'ip_address': '210.250.231.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 1, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 165.22, 'risk_score': 0.902}",0
txn_000235,user_066,2026-02-14T12:50:50Z,457.8,merchant_3671,restaurant,online,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_408', 'ip_address': '86.40.28.177', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 12, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 1, 'avg_amount_30d': 65.95, 'risk_score': 0.544}",0
txn_000236,user_044,2026-01-23T03:02:50Z,436.97,merchant_9236,online_retail,credit,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_909', 'ip_address': '156.105.9.29', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 3, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 7, 'avg_amount_30d': 81.21, 'risk_score': 0.622}",0
txn_000237,user_097,2026-02-08T19:17:50Z,285.59,merchant_9063,grocery,debit,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_469', 'ip_address': '148.99.162.11', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 19, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 104.94, 'risk_score': 0.392}",0
txn_000238,user_037,2026-01-31T01:21:50Z,2387.73,merchant_8566,electronics,debit,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_391', 'ip_address': '106.68.19.177', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 1, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 2, 'avg_amount_30d': 135.63, 'risk_score': 1.0}",0
txn_000239,user_024,2026-01-31T11:53:50Z,327.77,merchant_8509,clothing,online,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_720', 'ip_address': '250.64.19.66', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 11, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 120.47, 'risk_score': 0.563}",0
txn_000240,user_098,2026-02-18T00:52:50Z,61.52,merchant_6465,restaurant,online,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_733', 'ip_address': '201.54.101.117', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 0, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 185.86, 'risk_score': 0.902}",0
txn_000241,user_059,2026-02-06T19:28:50Z,489.16,merchant_8313,grocery,mobile,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_259', 'ip_address': '173.45.253.195', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 19, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 242.18, 'risk_score': 0.082}",0
txn_000242,user_042,2026-01-26T12:29:50Z,28.01,merchant_7022,grocery,mobile,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_178', 'ip_address': '233.171.166.179', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 12, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 211.17, 'risk_score': 0.554}",0
txn_000243,user_063,2026-02-06T05:12:50Z,93.8,merchant_6665,clothing,credit,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_588', 'ip_address': '12.79.50.65', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 5, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 227.56, 'risk_score': 1.0}",0
txn_000244,user_027,2026-02-01T04:35:50Z,360.54,merchant_7808,gas_station,debit,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_952', 'ip_address': '153.103.159.84', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 4, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 133.92, 'risk_score': 0.4}",0
txn_000245,user_042,2026-02-10T09:28:50Z,463.8,merchant_9147,online_retail,mobile,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'US', 'zip_code': '90210'}","{'device_id': 'device_957', 'ip_address': '169.109.123.160', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 9, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 5, 'avg_amount_30d': 116.79, 'risk_score': 0.554}",0
txn_000246,user_020,2026-02-16T03:17:50Z,59.67,merchant_7332,pharmacy,mobile,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_794', 'ip_address': '166.5.177.100', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 3, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 265.44, 'risk_score': 0.227}",0
txn_000247,user_047,2026-02-09T23:58:50Z,183.99,merchant_4801,clothing,credit,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_962', 'ip_address': '88.122.105.195', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 23, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 125.25, 'risk_score': 0.823}",0
txn_000248,user_014,2026-02-14T10:58:50Z,49.96,merchant_5453,gas_station,online,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_528', 'ip_address': '20.92.218.173', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 10, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 2, 'avg_amount_30d': 190.13, 'risk_score': 0.977}",0
txn_000249,user_001,2026-02-07T14:27:50Z,33.72,merchant_4251,clothing,online,"{'city': 'San Diego', 'state': 'CA', 'country': 'US', 'zip_code': '92101'}","{'device_id': 'device_470', 'ip_address': '233.64.124.179', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 14, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 10, 'avg_amount_30d': 83.31, 'risk_score': 0.314}",0
txn_000250,user_093,2026-02-10T13:13:50Z,840.92,merchant_5296,travel,online,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_830', 'ip_address': '199.173.134.99', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 13, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 89.27, 'risk_score': 0.67}",0
txn_000251,user_090,2026-01-28T04:54:50Z,252.93,merchant_5877,online_retail,mobile,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_412', 'ip_address': '53.114.220.150', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 4, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 5, 'avg_amount_30d': 144.11, 'risk_score': 0.226}",0
txn_000252,user_073,2026-02-04T02:06:50Z,490.94,merchant_8176,restaurant,online,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_644', 'ip_address': '106.152.188.149', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 2, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 2, 'avg_amount_30d': 252.05, 'risk_score': 0.594}",0
txn_000253,user_040,2026-01-22T12:02:50Z,1380.38,merchant_2492,electronics,online,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_706', 'ip_address': '200.147.60.18', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 12, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 2, 'avg_amount_30d': 190.42, 'risk_score': 1.0}",0
txn_000254,user_047,2026-01-27T03:42:50Z,451.0,merchant_6565,gas_station,credit,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_164', 'ip_address': '212.220.13.155', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 3, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 7, 'avg_amount_30d': 230.3, 'risk_score': 0.823}",0
txn_000255,user_087,2026-01-27T08:45:50Z,142.94,merchant_7510,pharmacy,online,"{'city': 'San Diego', 'state': 'CA', 'country': 'US', 'zip_code': '92101'}","{'device_id': 'device_529', 'ip_address': '202.182.208.132', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 8, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 5, 'avg_amount_30d': 165.73, 'risk_score': 0.741}",0
txn_000256,user_063,2026-02-03T16:08:50Z,1282.89,merchant_4018,jewelry,online,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_667', 'ip_address': '215.252.42.156', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 16, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 4, 'avg_amount_30d': 200.8, 'risk_score': 1.0}",0
txn_000257,user_023,2026-02-14T22:53:50Z,881.95,merchant_9640,travel,credit,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_450', 'ip_address': '160.64.187.236', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 22, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 10, 'avg_amount_30d': 212.53, 'risk_score': 0.609}",0
txn_000258,user_043,2026-02-15T11:55:50Z,135.56,merchant_5888,clothing,credit,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_199', 'ip_address': '10.62.228.7', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 11, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 6, 'avg_amount_30d': 87.25, 'risk_score': 0.884}",0
txn_000259,user_032,2026-02-06T09:25:50Z,337.09,merchant_1867,pharmacy,debit,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'US', 'zip_code': '90210'}","{'device_id': 'device_460', 'ip_address': '176.135.239.22', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 9, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 212.96, 'risk_score': 0.663}",0
txn_000260,user_096,2026-01-29T06:56:50Z,522.73,merchant_9464,jewelry,online,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_692', 'ip_address': '79.40.92.202', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 6, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 5, 'avg_amount_30d': 281.63, 'risk_score': 1.0}",0
txn_000261,user_041,2026-01-30T21:30:50Z,2090.65,merchant_2044,jewelry,online,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_991', 'ip_address': '164.124.249.43', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 21, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 103.4, 'risk_score': 1.0}",0
txn_000262,user_002,2026-01-31T04:53:50Z,333.95,merchant_6451,online_retail,mobile,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_331', 'ip_address': '8.225.66.77', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 4, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 3, 'avg_amount_30d': 287.58, 'risk_score': 0.637}",0
txn_000263,user_004,2026-01-29T04:08:50Z,1958.02,merchant_9323,electronics,debit,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_302', 'ip_address': '59.131.183.98', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 4, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 9, 'avg_amount_30d': 222.83, 'risk_score': 1.0}",0
txn_000264,user_054,2026-02-19T09:26:50Z,2827.92,merchant_5985,travel,online,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_726', 'ip_address': '165.72.13.81', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 9, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 4, 'avg_amount_30d': 157.96, 'risk_score': 0.312}",0
txn_000265,user_058,2026-02-04T06:33:50Z,439.65,merchant_6136,grocery,mobile,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_459', 'ip_address': '133.218.217.8', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 6, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 7, 'avg_amount_30d': 71.03, 'risk_score': 0.93}",0
txn_000266,user_024,2026-02-12T04:19:50Z,102.08,merchant_2951,restaurant,mobile,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_461', 'ip_address': '158.118.140.152', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 4, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 9, 'avg_amount_30d': 271.02, 'risk_score': 0.763}",0
txn_000267,user_069,2026-02-18T07:57:50Z,25.86,merchant_1911,grocery,credit,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_820', 'ip_address': '165.164.65.18', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 7, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 63.5, 'risk_score': 0.996}",0
txn_000268,user_093,2026-01-20T04:57:50Z,52.46,merchant_6736,gas_station,online,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_135', 'ip_address': '160.119.169.18', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 4, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 55.6, 'risk_score': 0.87}",0
